,season,route_id,route_name,train,direction_id,day_type_id,day_type_name,stop_time,stop_id,stopsequence,average_ons,average_offs,average_load,ObjectId,coordinates
223,Spring 2012,CR-Fitchburg,Fitchburg Line,406,1,day_type_01,weekday,2018/01/01 12:10:00+00,Waltham,14,57.0,6.0,475.0,224,"(42.3756401, -71.2358004)"
224,Spring 2012,CR-Fitchburg,Fitchburg Line,406,1,day_type_01,weekday,2018/01/01 12:15:00+00,Waverley,15,25.0,2.0,498.0,225,"(42.3875964, -71.1828322)"
225,Spring 2012,CR-Fitchburg,Fitchburg Line,406,1,day_type_01,weekday,2018/01/01 12:17:00+00,Belmont,16,18.0,4.0,512.0,226,"(42.3959296, -71.1786655)"
226,Spring 2012,CR-Fitchburg,Fitchburg Line,406,1,day_type_01,weekday,2018/01/01 12:23:00+00,Porter Square,17,17.0,243.0,286.0,227,"(42.3885028, -71.1192991)"
229,Spring 2012,CR-Fitchburg,Fitchburg Line,408,1,day_type_01,weekday,2018/01/01 11:37:00+00,North Leominster,2,64.0,0.0,120.0,230,"(42.5417572, -71.7370158)"
230,Spring 2012,CR-Fitchburg,Fitchburg Line,408,1,day_type_01,weekday,2018/01/01 11:44:00+00,Shirley,3,49.0,4.0,165.0,231,"(42.543702, -71.6495134)"
231,Spring 2012,CR-Fitchburg,Fitchburg Line,408,1,day_type_01,weekday,2018/01/01 11:51:00+00,Ayer,4,93.0,2.0,256.0,232,"(42.5595807, -71.5882561)"
232,Spring 2012,CR-Fitchburg,Fitchburg Line,408,1,day_type_01,weekday,2018/01/01 12:00:00+00,Littleton / Rte 495,5,75.0,0.0,331.0,233,"(-1, -1)"
233,Spring 2012,CR-Fitchburg,Fitchburg Line,408,1,day_type_01,weekday,2018/01/01 12:08:00+00,South Acton,6,197.0,0.0,528.0,234,"(42.4584265, -71.453674)"
234,Spring 2012,CR-Fitchburg,Fitchburg Line,408,1,day_type_01,weekday,2018/01/01 12:40:00+00,Porter Square,17,42.0,291.0,279.0,235,"(42.3885028, -71.1192991)"
237,Spring 2012,CR-Fitchburg,Fitchburg Line,410,1,day_type_01,weekday,2018/01/01 12:02:00+00,North Leominster,2,43.0,0.0,92.0,238,"(42.5417572, -71.7370158)"
238,Spring 2012,CR-Fitchburg,Fitchburg Line,410,1,day_type_01,weekday,2018/01/01 12:09:00+00,Shirley,3,23.0,0.0,115.0,239,"(42.543702, -71.6495134)"
239,Spring 2012,CR-Fitchburg,Fitchburg Line,410,1,day_type_01,weekday,2018/01/01 12:15:00+00,Ayer,4,41.0,3.0,153.0,240,"(42.5595807, -71.5882561)"
240,Spring 2012,CR-Fitchburg,Fitchburg Line,410,1,day_type_01,weekday,2018/01/01 12:24:00+00,Littleton / Rte 495,5,33.0,0.0,186.0,241,"(-1, -1)"
241,Spring 2012,CR-Fitchburg,Fitchburg Line,410,1,day_type_01,weekday,2018/01/01 12:32:00+00,South Acton,6,91.0,1.0,276.0,242,"(42.4584265, -71.453674)"
242,Spring 2012,CR-Fitchburg,Fitchburg Line,410,1,day_type_01,weekday,2018/01/01 12:37:00+00,West Concord,7,69.0,1.0,344.0,243,"(42.4566859, -71.3942316)"
243,Spring 2012,CR-Fitchburg,Fitchburg Line,410,1,day_type_01,weekday,2018/01/01 12:44:00+00,Concord,8,106.0,7.0,443.0,244,"(42.4605189, -71.3488963)"
244,Spring 2012,CR-Fitchburg,Fitchburg Line,410,1,day_type_01,weekday,2018/01/01 12:50:00+00,Lincoln,9,53.0,2.0,494.0,245,"(42.4259283, -71.3039469)"
245,Spring 2012,CR-Fitchburg,Fitchburg Line,410,1,day_type_01,weekday,2018/01/01 13:00:00+00,Waltham,14,96.0,8.0,582.0,246,"(42.3756401, -71.2358004)"
246,Spring 2012,CR-Fitchburg,Fitchburg Line,410,1,day_type_01,weekday,2018/01/01 13:11:00+00,Porter Square,17,61.0,232.0,411.0,247,"(42.3885028, -71.1192991)"
249,Spring 2012,CR-Fitchburg,Fitchburg Line,412,1,day_type_01,weekday,2018/01/01 12:27:00+00,North Leominster,2,23.0,0.0,68.0,250,"(42.5417572, -71.7370158)"
250,Spring 2012,CR-Fitchburg,Fitchburg Line,456,1,day_type_01,weekday,2018/01/01 14:42:00+00,Lincoln,9,5.0,0.0,56.0,251,"(42.4259283, -71.3039469)"
251,Spring 2012,CR-Fitchburg,Fitchburg Line,456,1,day_type_01,weekday,2018/01/01 14:46:00+00,Hastings,11,1.0,0.0,57.0,252,"(42.3875957, -71.289224)"
252,Spring 2012,CR-Fitchburg,Fitchburg Line,456,1,day_type_01,weekday,2018/01/01 14:48:00+00,Kendal Green,12,0.0,0.0,57.0,253,"(42.379818, -71.2817237)"
253,Spring 2012,CR-Fitchburg,Fitchburg Line,456,1,day_type_01,weekday,2018/01/01 14:51:00+00,Brandeis/ Roberts,13,9.0,4.0,62.0,254,"(-1, -1)"
254,Spring 2012,CR-Fitchburg,Fitchburg Line,456,1,day_type_01,weekday,2018/01/01 14:55:00+00,Waltham,14,17.0,0.0,79.0,255,"(42.3756401, -71.2358004)"
255,Spring 2012,CR-Fitchburg,Fitchburg Line,456,1,day_type_01,weekday,2018/01/01 15:00:00+00,Waverley,15,3.0,1.0,81.0,256,"(42.3875964, -71.1828322)"
256,Spring 2012,CR-Fitchburg,Fitchburg Line,456,1,day_type_01,weekday,2018/01/01 15:02:00+00,Belmont,16,2.0,2.0,81.0,257,"(42.3959296, -71.1786655)"
257,Spring 2012,CR-Fitchburg,Fitchburg Line,456,1,day_type_01,weekday,2018/01/01 15:07:00+00,Porter Square,17,8.0,25.0,64.0,258,"(42.3885028, -71.1192991)"
260,Spring 2012,CR-Fitchburg,Fitchburg Line,466,1,day_type_01,weekday,2018/01/01 21:22:00+00,West Concord,7,6.0,0.0,14.0,261,"(42.4566859, -71.3942316)"
261,Spring 2012,CR-Fitchburg,Fitchburg Line,466,1,day_type_01,weekday,2018/01/01 21:28:00+00,Concord,8,10.0,0.0,24.0,262,"(42.4605189, -71.3488963)"
262,Spring 2012,CR-Fitchburg,Fitchburg Line,466,1,day_type_01,weekday,2018/01/01 21:34:00+00,Lincoln,9,1.0,0.0,25.0,263,"(42.4259283, -71.3039469)"
263,Spring 2012,CR-Fitchburg,Fitchburg Line,466,1,day_type_01,weekday,2018/01/01 21:40:00+00,Kendal Green,12,4.0,1.0,28.0,264,"(42.379818, -71.2817237)"
264,Spring 2012,CR-Fitchburg,Fitchburg Line,466,1,day_type_01,weekday,2018/01/01 21:43:00+00,Brandeis/ Roberts,13,65.0,3.0,90.0,265,"(-1, -1)"
265,Spring 2012,CR-Fitchburg,Fitchburg Line,466,1,day_type_01,weekday,2018/01/01 21:47:00+00,Waltham,14,12.0,2.0,100.0,266,"(42.3756401, -71.2358004)"
266,Spring 2012,CR-Fitchburg,Fitchburg Line,466,1,day_type_01,weekday,2018/01/01 21:51:00+00,Waverley,15,3.0,6.0,97.0,267,"(42.3875964, -71.1828322)"
267,Spring 2012,CR-Fitchburg,Fitchburg Line,466,1,day_type_01,weekday,2018/01/01 21:54:00+00,Belmont,16,1.0,4.0,94.0,268,"(42.3959296, -71.1786655)"
268,Spring 2012,CR-Fitchburg,Fitchburg Line,466,1,day_type_01,weekday,2018/01/01 21:59:00+00,Porter Square,17,31.0,35.0,90.0,269,"(42.3885028, -71.1192991)"
271,Spring 2012,CR-Fitchburg,Fitchburg Line,468,1,day_type_01,weekday,2018/01/01 22:14:00+00,West Concord,7,33.0,0.0,46.0,272,"(42.4566859, -71.3942316)"
272,Spring 2012,CR-Fitchburg,Fitchburg Line,468,1,day_type_01,weekday,2018/01/01 22:20:00+00,Concord,8,21.0,1.0,66.0,273,"(42.4605189, -71.3488963)"
273,Spring 2012,CR-Fitchburg,Fitchburg Line,468,1,day_type_01,weekday,2018/01/01 22:26:00+00,Lincoln,9,4.0,1.0,69.0,274,"(42.4259283, -71.3039469)"
274,Spring 2012,CR-Fitchburg,Fitchburg Line,468,1,day_type_01,weekday,2018/01/01 22:32:00+00,Kendal Green,12,1.0,1.0,69.0,275,"(42.379818, -71.2817237)"
275,Spring 2012,CR-Fitchburg,Fitchburg Line,468,1,day_type_01,weekday,2018/01/01 22:35:00+00,Brandeis/ Roberts,13,129.0,6.0,192.0,276,"(-1, -1)"
276,Spring 2012,CR-Fitchburg,Fitchburg Line,468,1,day_type_01,weekday,2018/01/01 22:39:00+00,Waltham,14,6.0,2.0,196.0,277,"(42.3756401, -71.2358004)"
277,Spring 2012,CR-Fitchburg,Fitchburg Line,468,1,day_type_01,weekday,2018/01/01 22:43:00+00,Waverley,15,1.0,8.0,189.0,278,"(42.3875964, -71.1828322)"
278,Spring 2012,CR-Fitchburg,Fitchburg Line,468,1,day_type_01,weekday,2018/01/01 22:46:00+00,Belmont,16,2.0,9.0,182.0,279,"(42.3959296, -71.1786655)"
279,Spring 2012,CR-Fitchburg,Fitchburg Line,468,1,day_type_01,weekday,2018/01/01 22:51:00+00,Porter Square,17,11.0,134.0,59.0,280,"(42.3885028, -71.1192991)"
282,Spring 2012,CR-Fitchburg,Fitchburg Line,401,0,day_type_01,weekday,2018/01/02 05:20:00+00,Porter Square,2,4.0,1.0,23.0,283,"(42.3885028, -71.1192991)"
283,Spring 2012,CR-Fitchburg,Fitchburg Line,401,0,day_type_01,weekday,2018/01/02 05:25:00+00,Belmont,3,0.0,0.0,23.0,284,"(42.3959296, -71.1786655)"
284,Spring 2012,CR-Fitchburg,Fitchburg Line,401,0,day_type_01,weekday,2018/01/02 05:27:00+00,Waverley,4,0.0,2.0,21.0,285,"(42.3875964, -71.1828322)"
285,Spring 2012,CR-Fitchburg,Fitchburg Line,401,0,day_type_01,weekday,2018/01/02 05:33:00+00,Waltham,5,1.0,4.0,18.0,286,"(42.3756401, -71.2358004)"
286,Spring 2012,CR-Fitchburg,Fitchburg Line,401,0,day_type_01,weekday,2018/01/02 05:37:00+00,Brandeis/ Roberts,6,0.0,1.0,17.0,287,"(-1, -1)"
287,Spring 2012,CR-Fitchburg,Fitchburg Line,401,0,day_type_01,weekday,2018/01/02 05:40:00+00,Kendal Green,7,0.0,1.0,16.0,288,"(42.379818, -71.2817237)"
288,Spring 2012,CR-Fitchburg,Fitchburg Line,401,0,day_type_01,weekday,2018/01/02 05:46:00+00,Lincoln,10,0.0,2.0,14.0,289,"(42.4259283, -71.3039469)"
289,Spring 2012,CR-Fitchburg,Fitchburg Line,401,0,day_type_01,weekday,2018/01/02 05:52:00+00,Concord,11,1.0,4.0,11.0,290,"(42.4605189, -71.3488963)"
290,Spring 2012,CR-Fitchburg,Fitchburg Line,401,0,day_type_01,weekday,2018/01/02 05:58:00+00,West Concord,12,0.0,0.0,11.0,291,"(42.4566859, -71.3942316)"
291,Spring 2012,CR-Fitchburg,Fitchburg Line,401,0,day_type_01,weekday,2018/01/02 06:04:00+00,South Acton,13,0.0,2.0,9.0,292,"(42.4584265, -71.453674)"
292,Spring 2012,CR-Fitchburg,Fitchburg Line,401,0,day_type_01,weekday,2018/01/02 06:12:00+00,Littleton / Rte 495,14,0.0,1.0,8.0,293,"(-1, -1)"
293,Spring 2012,CR-Fitchburg,Fitchburg Line,401,0,day_type_01,weekday,2018/01/02 06:20:00+00,Ayer,15,0.0,1.0,7.0,294,"(42.5595807, -71.5882561)"
294,Spring 2012,CR-Fitchburg,Fitchburg Line,401,0,day_type_01,weekday,2018/01/02 06:25:00+00,Shirley,16,0.0,2.0,5.0,295,"(42.543702, -71.6495134)"
295,Spring 2012,CR-Fitchburg,Fitchburg Line,401,0,day_type_01,weekday,2018/01/02 06:32:00+00,North Leominster,17,0.0,3.0,2.0,296,"(42.5417572, -71.7370158)"
298,Spring 2012,CR-Fitchburg,Fitchburg Line,417,0,day_type_01,weekday,2018/01/01 14:05:00+00,Porter Square,2,56.0,14.0,98.0,299,"(42.3885028, -71.1192991)"
299,Spring 2012,CR-Fitchburg,Fitchburg Line,417,0,day_type_01,weekday,2018/01/01 14:15:00+00,Waltham,5,8.0,11.0,95.0,300,"(42.3756401, -71.2358004)"
300,Spring 2012,CR-Fitchburg,Fitchburg Line,422,1,day_type_01,weekday,2018/01/01 18:26:00+00,Ayer,4,2.0,3.0,20.0,301,"(42.5595807, -71.5882561)"
301,Spring 2012,CR-Fitchburg,Fitchburg Line,434,1,day_type_01,weekday,2018/01/02 01:22:00+00,Lincoln,9,0.0,0.0,13.0,302,"(42.4259283, -71.3039469)"
302,Spring 2012,CR-Fitchburg,Fitchburg Line,434,1,day_type_01,weekday,2018/01/02 01:28:00+00,Kendal Green,12,0.0,0.0,13.0,303,"(42.379818, -71.2817237)"
303,Spring 2012,CR-Fitchburg,Fitchburg Line,434,1,day_type_01,weekday,2018/01/02 01:31:00+00,Brandeis/ Roberts,13,7.0,1.0,19.0,304,"(-1, -1)"
304,Spring 2012,CR-Fitchburg,Fitchburg Line,434,1,day_type_01,weekday,2018/01/02 01:35:00+00,Waltham,14,8.0,4.0,23.0,305,"(42.3756401, -71.2358004)"
305,Spring 2012,CR-Fitchburg,Fitchburg Line,434,1,day_type_01,weekday,2018/01/02 01:44:00+00,Porter Square,17,1.0,14.0,10.0,306,"(42.3885028, -71.1192991)"
308,Spring 2012,CR-Fitchburg,Fitchburg Line,436,1,day_type_01,weekday,2018/01/02 01:32:00+00,North Leominster,2,1.0,0.0,8.0,309,"(42.5417572, -71.7370158)"
309,Spring 2012,CR-Fitchburg,Fitchburg Line,436,1,day_type_01,weekday,2018/01/02 01:40:00+00,Shirley,3,1.0,0.0,9.0,310,"(42.543702, -71.6495134)"
310,Spring 2012,CR-Fitchburg,Fitchburg Line,436,1,day_type_01,weekday,2018/01/02 01:44:00+00,Ayer,4,1.0,1.0,9.0,311,"(42.5595807, -71.5882561)"
311,Spring 2012,CR-Fitchburg,Fitchburg Line,436,1,day_type_01,weekday,2018/01/02 01:52:00+00,Littleton / Rte 495,5,0.0,0.0,9.0,312,"(-1, -1)"
312,Spring 2012,CR-Fitchburg,Fitchburg Line,436,1,day_type_01,weekday,2018/01/02 01:59:00+00,South Acton,6,2.0,2.0,9.0,313,"(42.4584265, -71.453674)"
313,Spring 2012,CR-Fitchburg,Fitchburg Line,436,1,day_type_01,weekday,2018/01/02 02:04:00+00,West Concord,7,4.0,0.0,13.0,314,"(42.4566859, -71.3942316)"
314,Spring 2012,CR-Fitchburg,Fitchburg Line,436,1,day_type_01,weekday,2018/01/02 02:10:00+00,Concord,8,2.0,1.0,14.0,315,"(42.4605189, -71.3488963)"
315,Spring 2012,CR-Fitchburg,Fitchburg Line,436,1,day_type_01,weekday,2018/01/02 02:16:00+00,Lincoln,9,0.0,0.0,14.0,316,"(42.4259283, -71.3039469)"
316,Spring 2012,CR-Fitchburg,Fitchburg Line,436,1,day_type_01,weekday,2018/01/02 02:22:00+00,Kendal Green,12,1.0,0.0,15.0,317,"(42.379818, -71.2817237)"
317,Spring 2012,CR-Fitchburg,Fitchburg Line,436,1,day_type_01,weekday,2018/01/02 02:25:00+00,Brandeis/ Roberts,13,12.0,0.0,27.0,318,"(-1, -1)"
318,Spring 2012,CR-Fitchburg,Fitchburg Line,436,1,day_type_01,weekday,2018/01/02 02:29:00+00,Waltham,14,4.0,2.0,29.0,319,"(42.3756401, -71.2358004)"
319,Spring 2012,CR-Fitchburg,Fitchburg Line,436,1,day_type_01,weekday,2018/01/02 02:34:00+00,Waverley,15,0.0,1.0,28.0,320,"(42.3875964, -71.1828322)"
320,Spring 2012,CR-Fitchburg,Fitchburg Line,436,1,day_type_01,weekday,2018/01/02 02:36:00+00,Belmont,16,0.0,0.0,28.0,321,"(42.3959296, -71.1786655)"
321,Spring 2012,CR-Fitchburg,Fitchburg Line,436,1,day_type_01,weekday,2018/01/02 02:41:00+00,Porter Square,17,1.0,16.0,13.0,322,"(42.3885028, -71.1192991)"
324,Spring 2012,CR-Fitchburg,Fitchburg Line,438,1,day_type_01,weekday,2018/01/02 03:33:00+00,North Leominster,2,4.0,0.0,12.0,325,"(42.5417572, -71.7370158)"
325,Spring 2012,CR-Fitchburg,Fitchburg Line,438,1,day_type_01,weekday,2018/01/02 03:41:00+00,Shirley,3,1.0,0.0,13.0,326,"(42.543702, -71.6495134)"
326,Spring 2012,CR-Fitchburg,Fitchburg Line,438,1,day_type_01,weekday,2018/01/02 03:45:00+00,Ayer,4,1.0,3.0,11.0,327,"(42.5595807, -71.5882561)"
327,Spring 2012,CR-Fitchburg,Fitchburg Line,438,1,day_type_01,weekday,2018/01/02 03:53:00+00,Littleton / Rte 495,5,0.0,0.0,11.0,328,"(-1, -1)"
328,Spring 2012,CR-Fitchburg,Fitchburg Line,438,1,day_type_01,weekday,2018/01/02 04:00:00+00,South Acton,6,0.0,0.0,11.0,329,"(42.4584265, -71.453674)"
329,Spring 2012,CR-Fitchburg,Fitchburg Line,438,1,day_type_01,weekday,2018/01/02 04:06:00+00,West Concord,7,3.0,0.0,14.0,330,"(42.4566859, -71.3942316)"
330,Spring 2012,CR-Fitchburg,Fitchburg Line,438,1,day_type_01,weekday,2018/01/02 04:12:00+00,Concord,8,0.0,1.0,13.0,331,"(42.4605189, -71.3488963)"
331,Spring 2012,CR-Fitchburg,Fitchburg Line,438,1,day_type_01,weekday,2018/01/02 04:16:00+00,Lincoln,9,1.0,0.0,14.0,332,"(42.4259283, -71.3039469)"
332,Spring 2012,CR-Fitchburg,Fitchburg Line,438,1,day_type_01,weekday,2018/01/02 04:21:00+00,Kendal Green,12,0.0,0.0,14.0,333,"(42.379818, -71.2817237)"
333,Spring 2012,CR-Fitchburg,Fitchburg Line,438,1,day_type_01,weekday,2018/01/02 04:25:00+00,Brandeis/ Roberts,13,13.0,0.0,27.0,334,"(-1, -1)"
334,Spring 2012,CR-Fitchburg,Fitchburg Line,438,1,day_type_01,weekday,2018/01/02 04:28:00+00,Waltham,14,4.0,3.0,28.0,335,"(42.3756401, -71.2358004)"
335,Spring 2012,CR-Fitchburg,Fitchburg Line,438,1,day_type_01,weekday,2018/01/02 04:37:00+00,Porter Square,17,0.0,12.0,16.0,336,"(42.3885028, -71.1192991)"
338,Spring 2012,CR-Fitchburg,Fitchburg Line,454,1,day_type_01,weekday,2018/01/01 13:46:00+00,West Concord,7,34.0,1.0,76.0,339,"(42.4566859, -71.3942316)"
339,Spring 2012,CR-Fitchburg,Fitchburg Line,454,1,day_type_01,weekday,2018/01/01 13:52:00+00,Concord,8,25.0,0.0,101.0,340,"(42.4605189, -71.3488963)"
340,Spring 2012,CR-Fitchburg,Fitchburg Line,454,1,day_type_01,weekday,2018/01/01 13:58:00+00,Lincoln,9,12.0,2.0,111.0,341,"(42.4259283, -71.3039469)"
341,Spring 2012,CR-Fitchburg,Fitchburg Line,454,1,day_type_01,weekday,2018/01/01 14:02:00+00,Kendal Green,12,6.0,0.0,117.0,342,"(42.379818, -71.2817237)"
342,Spring 2012,CR-Fitchburg,Fitchburg Line,454,1,day_type_01,weekday,2018/01/01 14:05:00+00,Brandeis/ Roberts,13,7.0,1.0,123.0,343,"(-1, -1)"
343,Spring 2012,CR-Fitchburg,Fitchburg Line,454,1,day_type_01,weekday,2018/01/01 14:09:00+00,Waltham,14,34.0,2.0,155.0,344,"(42.3756401, -71.2358004)"
344,Spring 2012,CR-Fitchburg,Fitchburg Line,454,1,day_type_01,weekday,2018/01/01 14:14:00+00,Waverley,15,7.0,2.0,160.0,345,"(42.3875964, -71.1828322)"
345,Spring 2012,CR-Fitchburg,Fitchburg Line,454,1,day_type_01,weekday,2018/01/01 14:16:00+00,Belmont,16,2.0,0.0,162.0,346,"(42.3959296, -71.1786655)"
346,Spring 2012,CR-Fitchburg,Fitchburg Line,454,1,day_type_01,weekday,2018/01/01 14:21:00+00,Porter Square,17,13.0,62.0,113.0,347,"(42.3885028, -71.1192991)"
349,Spring 2012,CR-Fitchburg,Fitchburg Line,456,1,day_type_01,weekday,2018/01/01 14:30:00+00,West Concord,7,20.0,0.0,43.0,350,"(42.4566859, -71.3942316)"
350,Spring 2012,CR-Fitchburg,Fitchburg Line,456,1,day_type_01,weekday,2018/01/01 14:36:00+00,Concord,8,8.0,0.0,51.0,351,"(42.4605189, -71.3488963)"
351,Spring 2012,CR-Fitchburg,Fitchburg Line,422,1,day_type_01,weekday,2018/01/01 18:34:00+00,Littleton / Rte 495,5,0.0,0.0,20.0,352,"(-1, -1)"
352,Spring 2012,CR-Fitchburg,Fitchburg Line,422,1,day_type_01,weekday,2018/01/01 18:42:00+00,South Acton,6,7.0,0.0,27.0,353,"(42.4584265, -71.453674)"
353,Spring 2012,CR-Fitchburg,Fitchburg Line,422,1,day_type_01,weekday,2018/01/01 18:47:00+00,West Concord,7,5.0,1.0,31.0,354,"(42.4566859, -71.3942316)"
354,Spring 2012,CR-Fitchburg,Fitchburg Line,422,1,day_type_01,weekday,2018/01/01 18:53:00+00,Concord,8,5.0,1.0,35.0,355,"(42.4605189, -71.3488963)"
355,Spring 2012,CR-Fitchburg,Fitchburg Line,422,1,day_type_01,weekday,2018/01/01 18:59:00+00,Lincoln,9,1.0,0.0,36.0,356,"(42.4259283, -71.3039469)"
356,Spring 2012,CR-Fitchburg,Fitchburg Line,422,1,day_type_01,weekday,2018/01/01 19:05:00+00,Kendal Green,12,0.0,0.0,36.0,357,"(42.379818, -71.2817237)"
357,Spring 2012,CR-Fitchburg,Fitchburg Line,422,1,day_type_01,weekday,2018/01/01 19:08:00+00,Brandeis/ Roberts,13,16.0,3.0,49.0,358,"(-1, -1)"
358,Spring 2012,CR-Fitchburg,Fitchburg Line,422,1,day_type_01,weekday,2018/01/01 19:12:00+00,Waltham,14,9.0,4.0,54.0,359,"(42.3756401, -71.2358004)"
359,Spring 2012,CR-Fitchburg,Fitchburg Line,422,1,day_type_01,weekday,2018/01/01 19:17:00+00,Belmont,16,1.0,1.0,54.0,360,"(42.3959296, -71.1786655)"
360,Spring 2012,CR-Fitchburg,Fitchburg Line,422,1,day_type_01,weekday,2018/01/01 19:22:00+00,Porter Square,17,0.0,22.0,32.0,361,"(42.3885028, -71.1192991)"
363,Spring 2012,CR-Fitchburg,Fitchburg Line,424,1,day_type_01,weekday,2018/01/01 20:14:00+00,North Leominster,2,10.0,0.0,35.0,364,"(42.5417572, -71.7370158)"
364,Spring 2012,CR-Fitchburg,Fitchburg Line,424,1,day_type_01,weekday,2018/01/01 20:21:00+00,Shirley,3,2.0,0.0,37.0,365,"(42.543702, -71.6495134)"
365,Spring 2012,CR-Fitchburg,Fitchburg Line,424,1,day_type_01,weekday,2018/01/01 20:26:00+00,Ayer,4,6.0,2.0,41.0,366,"(42.5595807, -71.5882561)"
366,Spring 2012,CR-Fitchburg,Fitchburg Line,424,1,day_type_01,weekday,2018/01/01 20:34:00+00,Littleton / Rte 495,5,4.0,0.0,45.0,367,"(-1, -1)"
367,Spring 2012,CR-Fitchburg,Fitchburg Line,424,1,day_type_01,weekday,2018/01/01 20:42:00+00,South Acton,6,5.0,0.0,50.0,368,"(42.4584265, -71.453674)"
368,Spring 2012,CR-Fitchburg,Fitchburg Line,424,1,day_type_01,weekday,2018/01/01 20:47:00+00,West Concord,7,19.0,1.0,68.0,369,"(42.4566859, -71.3942316)"
369,Spring 2012,CR-Fitchburg,Fitchburg Line,424,1,day_type_01,weekday,2018/01/01 20:53:00+00,Concord,8,35.0,5.0,98.0,370,"(42.4605189, -71.3488963)"
370,Spring 2012,CR-Fitchburg,Fitchburg Line,424,1,day_type_01,weekday,2018/01/01 20:59:00+00,Lincoln,9,4.0,2.0,100.0,371,"(42.4259283, -71.3039469)"
371,Spring 2012,CR-Fitchburg,Fitchburg Line,424,1,day_type_01,weekday,2018/01/01 21:05:00+00,Kendal Green,12,5.0,0.0,105.0,372,"(42.379818, -71.2817237)"
372,Spring 2012,CR-Fitchburg,Fitchburg Line,424,1,day_type_01,weekday,2018/01/01 21:08:00+00,Brandeis/ Roberts,13,45.0,3.0,147.0,373,"(-1, -1)"
373,Spring 2012,CR-Fitchburg,Fitchburg Line,424,1,day_type_01,weekday,2018/01/01 21:12:00+00,Waltham,14,14.0,4.0,157.0,374,"(42.3756401, -71.2358004)"
374,Spring 2012,CR-Fitchburg,Fitchburg Line,424,1,day_type_01,weekday,2018/01/01 21:16:00+00,Belmont,16,4.0,9.0,152.0,375,"(42.3959296, -71.1786655)"
375,Spring 2012,CR-Fitchburg,Fitchburg Line,424,1,day_type_01,weekday,2018/01/01 21:22:00+00,Porter Square,17,14.0,71.0,95.0,376,"(42.3885028, -71.1192991)"
378,Spring 2012,CR-Fitchburg,Fitchburg Line,426,1,day_type_01,weekday,2018/01/01 23:47:00+00,North Leominster,2,3.0,0.0,13.0,379,"(42.5417572, -71.7370158)"
379,Spring 2012,CR-Fitchburg,Fitchburg Line,426,1,day_type_01,weekday,2018/01/01 23:54:00+00,Shirley,3,1.0,2.0,12.0,380,"(42.543702, -71.6495134)"
380,Spring 2012,CR-Fitchburg,Fitchburg Line,426,1,day_type_01,weekday,2018/01/01 23:59:00+00,Ayer,4,2.0,3.0,11.0,381,"(42.5595807, -71.5882561)"
381,Spring 2012,CR-Fitchburg,Fitchburg Line,426,1,day_type_01,weekday,2018/01/02 00:08:00+00,Littleton / Rte 495,5,2.0,1.0,12.0,382,"(-1, -1)"
382,Spring 2012,CR-Fitchburg,Fitchburg Line,426,1,day_type_01,weekday,2018/01/02 00:14:00+00,South Acton,6,8.0,0.0,20.0,383,"(42.4584265, -71.453674)"
383,Spring 2012,CR-Fitchburg,Fitchburg Line,426,1,day_type_01,weekday,2018/01/02 00:22:00+00,West Concord,7,14.0,1.0,33.0,384,"(42.4566859, -71.3942316)"
384,Spring 2012,CR-Fitchburg,Fitchburg Line,426,1,day_type_01,weekday,2018/01/02 00:28:00+00,Concord,8,20.0,9.0,44.0,385,"(42.4605189, -71.3488963)"
385,Spring 2012,CR-Fitchburg,Fitchburg Line,426,1,day_type_01,weekday,2018/01/02 00:34:00+00,Lincoln,9,2.0,1.0,45.0,386,"(42.4259283, -71.3039469)"
386,Spring 2012,CR-Fitchburg,Fitchburg Line,426,1,day_type_01,weekday,2018/01/02 00:40:00+00,Kendal Green,12,1.0,1.0,45.0,387,"(42.379818, -71.2817237)"
387,Spring 2012,CR-Fitchburg,Fitchburg Line,426,1,day_type_01,weekday,2018/01/02 00:43:00+00,Brandeis/ Roberts,13,37.0,0.0,82.0,388,"(-1, -1)"
388,Spring 2012,CR-Fitchburg,Fitchburg Line,426,1,day_type_01,weekday,2018/01/02 00:47:00+00,Waltham,14,3.0,1.0,84.0,389,"(42.3756401, -71.2358004)"
389,Spring 2012,CR-Fitchburg,Fitchburg Line,426,1,day_type_01,weekday,2018/01/02 00:53:00+00,Belmont,16,0.0,3.0,81.0,390,"(42.3959296, -71.1786655)"
390,Spring 2012,CR-Fitchburg,Fitchburg Line,426,1,day_type_01,weekday,2018/01/02 00:58:00+00,Porter Square,17,2.0,24.0,59.0,391,"(42.3885028, -71.1192991)"
393,Spring 2012,CR-Fitchburg,Fitchburg Line,434,1,day_type_01,weekday,2018/01/02 00:37:00+00,North Leominster,2,1.0,0.0,3.0,394,"(42.5417572, -71.7370158)"
394,Spring 2012,CR-Fitchburg,Fitchburg Line,434,1,day_type_01,weekday,2018/01/02 00:44:00+00,Shirley,3,2.0,0.0,5.0,395,"(42.543702, -71.6495134)"
395,Spring 2012,CR-Fitchburg,Fitchburg Line,434,1,day_type_01,weekday,2018/01/02 00:49:00+00,Ayer,4,2.0,0.0,7.0,396,"(42.5595807, -71.5882561)"
396,Spring 2012,CR-Fitchburg,Fitchburg Line,434,1,day_type_01,weekday,2018/01/02 00:57:00+00,Littleton / Rte 495,5,1.0,0.0,8.0,397,"(-1, -1)"
