,season,route_id,route_name,train,direction_id,day_type_id,day_type_name,stop_time,stop_id,stopsequence,average_ons,average_offs,average_load,ObjectId
1069,Spring 2012,CR-Franklin,Franklin Line,709,0,day_type_01,weekday,2018/01/01 16:28:00+00,Walpole,13,0.0,2.0,9.0,1070
1070,Spring 2012,CR-Franklin,Franklin Line,709,0,day_type_01,weekday,2018/01/01 16:34:00+00,Norfolk,14,1.0,2.0,8.0,1071
1071,Spring 2012,CR-Franklin,Franklin Line,709,0,day_type_01,weekday,2018/01/01 16:42:00+00,Franklin,15,0.0,7.0,1.0,1072
1074,Spring 2012,CR-Franklin,Franklin Line,711,0,day_type_01,weekday,2018/01/01 17:50:00+00,Back Bay,2,18.0,0.0,94.0,1075
1075,Spring 2012,CR-Franklin,Franklin Line,711,0,day_type_01,weekday,2018/01/01 17:53:00+00,Ruggles,3,17.0,0.0,111.0,1076
1076,Spring 2012,CR-Franklin,Franklin Line,711,0,day_type_01,weekday,2018/01/01 18:03:00+00,Readville,5,0.0,3.0,108.0,1077
1077,Spring 2012,CR-Franklin,Franklin Line,711,0,day_type_01,weekday,2018/01/01 18:06:00+00,Endicott,6,0.0,10.0,98.0,1078
1078,Spring 2012,CR-Franklin,Franklin Line,711,0,day_type_01,weekday,2018/01/01 18:08:00+00,Dedham Corp Center,7,1.0,9.0,90.0,1079
1079,Spring 2012,CR-Franklin,Franklin Line,711,0,day_type_01,weekday,2018/01/01 18:11:00+00,Islington,8,0.0,1.0,89.0,1080
1080,Spring 2012,CR-Franklin,Franklin Line,711,0,day_type_01,weekday,2018/01/01 18:14:00+00,Norwood Depot,9,0.0,7.0,82.0,1081
1081,Spring 2012,CR-Franklin,Franklin Line,711,0,day_type_01,weekday,2018/01/01 18:17:00+00,Norwood Central,10,1.0,13.0,70.0,1082
1082,Spring 2012,CR-Franklin,Franklin Line,711,0,day_type_01,weekday,2018/01/01 18:21:00+00,Windsor Gardens,11,0.0,6.0,64.0,1083
1083,Spring 2012,CR-Franklin,Franklin Line,711,0,day_type_01,weekday,2018/01/01 18:26:00+00,Walpole,13,0.0,12.0,52.0,1084
1084,Spring 2012,CR-Franklin,Franklin Line,711,0,day_type_01,weekday,2018/01/01 18:32:00+00,Norfolk,14,0.0,9.0,43.0,1085
1085,Spring 2012,CR-Franklin,Franklin Line,711,0,day_type_01,weekday,2018/01/01 18:40:00+00,Franklin,15,0.0,20.0,23.0,1086
1088,Spring 2012,CR-Franklin,Franklin Line,713,0,day_type_01,weekday,2018/01/01 19:45:00+00,Back Bay,2,56.0,3.0,213.0,1089
1089,Spring 2012,CR-Franklin,Franklin Line,713,0,day_type_01,weekday,2018/01/01 19:48:00+00,Ruggles,3,41.0,1.0,253.0,1090
1090,Spring 2012,CR-Franklin,Franklin Line,713,0,day_type_01,weekday,2018/01/01 19:58:00+00,Readville,5,0.0,19.0,234.0,1091
1091,Spring 2012,CR-Franklin,Franklin Line,713,0,day_type_01,weekday,2018/01/01 20:01:00+00,Endicott,6,0.0,4.0,230.0,1092
1092,Spring 2012,CR-Franklin,Franklin Line,713,0,day_type_01,weekday,2018/01/01 20:04:00+00,Dedham Corp Center,7,0.0,15.0,215.0,1093
1093,Spring 2012,CR-Franklin,Franklin Line,713,0,day_type_01,weekday,2018/01/01 20:06:00+00,Islington,8,25.0,4.0,236.0,1094
1094,Spring 2012,CR-Franklin,Franklin Line,713,0,day_type_01,weekday,2018/01/01 20:10:00+00,Norwood Depot,9,0.0,16.0,220.0,1095
1095,Spring 2012,CR-Franklin,Franklin Line,713,0,day_type_01,weekday,2018/01/01 20:13:00+00,Norwood Central,10,1.0,28.0,193.0,1096
1096,Spring 2012,CR-Franklin,Franklin Line,713,0,day_type_01,weekday,2018/01/01 20:17:00+00,Windsor Gardens,11,1.0,18.0,176.0,1097
1097,Spring 2012,CR-Franklin,Franklin Line,713,0,day_type_01,weekday,2018/01/01 20:21:00+00,Walpole,13,0.0,23.0,153.0,1098
1098,Spring 2012,CR-Franklin,Franklin Line,713,0,day_type_01,weekday,2018/01/01 20:28:00+00,Norfolk,14,0.0,43.0,110.0,1099
1099,Spring 2012,CR-Franklin,Franklin Line,713,0,day_type_01,weekday,2018/01/01 20:36:00+00,Franklin,15,0.0,49.0,61.0,1100
1101,Spring 2012,CR-Greenbush,Greenbush Line,80,1,day_type_01,weekday,2018/01/01 16:03:00+00,East Weymouth,6,4.0,0.0,33.0,1102
1103,Spring 2012,CR-Greenbush,Greenbush Line,80,1,day_type_01,weekday,2018/01/01 16:09:00+00,Weymouth Landing/ East Braintree,7,4.0,0.0,37.0,1104
1104,Spring 2012,CR-Franklin,Franklin Line,715,0,day_type_01,weekday,2018/01/01 21:00:00+00,Back Bay,2,143.0,4.0,321.0,1105
1105,Spring 2012,CR-Greenbush,Greenbush Line,80,1,day_type_01,weekday,2018/01/01 16:17:00+00,Quincy Center,8,1.0,4.0,34.0,1106
1106,Spring 2012,CR-Franklin,Franklin Line,715,0,day_type_01,weekday,2018/01/01 21:04:00+00,Ruggles,3,99.0,0.0,420.0,1107
1108,Spring 2012,CR-Franklin,Franklin Line,715,0,day_type_01,weekday,2018/01/01 21:14:00+00,Readville,5,5.0,24.0,401.0,1109
1110,Spring 2012,CR-Franklin,Franklin Line,715,0,day_type_01,weekday,2018/01/01 21:18:00+00,Endicott,6,1.0,13.0,389.0,1111
1111,Spring 2012,CR-Greenbush,Greenbush Line,82,1,day_type_01,weekday,2018/01/01 16:57:00+00,North Scituate,2,7.0,0.0,14.0,1112
1112,Spring 2012,CR-Franklin,Franklin Line,715,0,day_type_01,weekday,2018/01/01 21:21:00+00,Dedham Corp Center,7,0.0,25.0,364.0,1113
1113,Spring 2012,CR-Greenbush,Greenbush Line,82,1,day_type_01,weekday,2018/01/01 17:04:00+00,Cohasset,3,4.0,1.0,17.0,1114
1114,Spring 2012,CR-Greenbush,Greenbush Line,82,1,day_type_01,weekday,2018/01/01 17:08:00+00,Nantasket Junction,4,5.0,0.0,22.0,1115
1115,Spring 2012,CR-Greenbush,Greenbush Line,82,1,day_type_01,weekday,2018/01/01 17:13:00+00,West Hingham,5,3.0,0.0,25.0,1116
1116,Spring 2012,CR-Greenbush,Greenbush Line,82,1,day_type_01,weekday,2018/01/01 17:17:00+00,East Weymouth,6,2.0,0.0,27.0,1117
1117,Spring 2012,CR-Greenbush,Greenbush Line,82,1,day_type_01,weekday,2018/01/01 17:23:00+00,Weymouth Landing/ East Braintree,7,0.0,0.0,27.0,1118
1118,Spring 2012,CR-Greenbush,Greenbush Line,82,1,day_type_01,weekday,2018/01/01 17:32:00+00,Quincy Center,8,0.0,1.0,26.0,1119
1121,Spring 2012,CR-Greenbush,Greenbush Line,84,1,day_type_01,weekday,2018/01/01 19:18:00+00,North Scituate,2,4.0,0.0,7.0,1122
1122,Spring 2012,CR-Greenbush,Greenbush Line,84,1,day_type_01,weekday,2018/01/01 19:25:00+00,Cohasset,3,0.0,0.0,7.0,1123
1123,Spring 2012,CR-Greenbush,Greenbush Line,84,1,day_type_01,weekday,2018/01/01 19:28:00+00,Nantasket Junction,4,2.0,0.0,9.0,1124
1124,Spring 2012,CR-Greenbush,Greenbush Line,84,1,day_type_01,weekday,2018/01/01 19:33:00+00,West Hingham,5,4.0,0.0,13.0,1125
1125,Spring 2012,CR-Greenbush,Greenbush Line,84,1,day_type_01,weekday,2018/01/01 19:37:00+00,East Weymouth,6,1.0,0.0,14.0,1126
1126,Spring 2012,CR-Greenbush,Greenbush Line,84,1,day_type_01,weekday,2018/01/01 19:43:00+00,Weymouth Landing/ East Braintree,7,1.0,0.0,15.0,1127
1127,Spring 2012,CR-Greenbush,Greenbush Line,84,1,day_type_01,weekday,2018/01/01 19:52:00+00,Quincy Center,8,1.0,0.0,16.0,1128
1130,Spring 2012,CR-Greenbush,Greenbush Line,86,1,day_type_01,weekday,2018/01/01 20:54:00+00,North Scituate,2,5.0,1.0,16.0,1131
1131,Spring 2012,CR-Greenbush,Greenbush Line,86,1,day_type_01,weekday,2018/01/01 21:01:00+00,Cohasset,3,7.0,0.0,23.0,1132
1132,Spring 2012,CR-Greenbush,Greenbush Line,86,1,day_type_01,weekday,2018/01/01 21:05:00+00,Nantasket Junction,4,3.0,0.0,26.0,1133
1133,Spring 2012,CR-Greenbush,Greenbush Line,86,1,day_type_01,weekday,2018/01/01 21:10:00+00,West Hingham,5,1.0,0.0,27.0,1134
1134,Spring 2012,CR-Greenbush,Greenbush Line,86,1,day_type_01,weekday,2018/01/01 21:14:00+00,East Weymouth,6,0.0,0.0,27.0,1135
1135,Spring 2012,CR-Greenbush,Greenbush Line,86,1,day_type_01,weekday,2018/01/01 21:20:00+00,Weymouth Landing/ East Braintree,7,6.0,0.0,33.0,1136
1136,Spring 2012,CR-Greenbush,Greenbush Line,86,1,day_type_01,weekday,2018/01/01 21:29:00+00,Quincy Center,8,0.0,4.0,29.0,1137
1139,Spring 2012,CR-Greenbush,Greenbush Line,88,1,day_type_01,weekday,2018/01/01 22:27:00+00,North Scituate,2,5.0,0.0,18.0,1140
1140,Spring 2012,CR-Greenbush,Greenbush Line,88,1,day_type_01,weekday,2018/01/01 22:38:00+00,Cohasset,3,3.0,0.0,21.0,1141
1141,Spring 2012,CR-Greenbush,Greenbush Line,88,1,day_type_01,weekday,2018/01/01 22:42:00+00,Nantasket Junction,4,0.0,0.0,21.0,1142
1142,Spring 2012,CR-Greenbush,Greenbush Line,88,1,day_type_01,weekday,2018/01/01 22:47:00+00,West Hingham,5,1.0,0.0,22.0,1143
1143,Spring 2012,CR-Greenbush,Greenbush Line,88,1,day_type_01,weekday,2018/01/01 22:53:00+00,East Weymouth,6,0.0,0.0,22.0,1144
1144,Spring 2012,CR-Greenbush,Greenbush Line,88,1,day_type_01,weekday,2018/01/01 22:59:00+00,Weymouth Landing/ East Braintree,7,2.0,2.0,22.0,1145
1147,Spring 2012,CR-Greenbush,Greenbush Line,90,1,day_type_01,weekday,2018/01/02 00:12:00+00,North Scituate,2,2.0,0.0,5.0,1148
1148,Spring 2012,CR-Greenbush,Greenbush Line,90,1,day_type_01,weekday,2018/01/02 00:22:00+00,Cohasset,3,3.0,0.0,8.0,1149
1149,Spring 2012,CR-Greenbush,Greenbush Line,90,1,day_type_01,weekday,2018/01/02 00:26:00+00,Nantasket Junction,4,1.0,2.0,7.0,1150
1150,Spring 2012,CR-Greenbush,Greenbush Line,90,1,day_type_01,weekday,2018/01/02 00:31:00+00,West Hingham,5,0.0,0.0,7.0,1151
1151,Spring 2012,CR-Greenbush,Greenbush Line,90,1,day_type_01,weekday,2018/01/02 00:35:00+00,East Weymouth,6,1.0,0.0,8.0,1152
1152,Spring 2012,CR-Greenbush,Greenbush Line,90,1,day_type_01,weekday,2018/01/02 00:41:00+00,Weymouth Landing/ East Braintree,7,2.0,2.0,8.0,1153
1153,Spring 2012,CR-Greenbush,Greenbush Line,90,1,day_type_01,weekday,2018/01/02 00:53:00+00,Quincy Center,8,0.0,2.0,6.0,1154
1156,Spring 2012,CR-Greenbush,Greenbush Line,92,1,day_type_01,weekday,2018/01/02 01:35:00+00,North Scituate,2,1.0,0.0,1.0,1157
1157,Spring 2012,CR-Franklin,Franklin Line,715,0,day_type_01,weekday,2018/01/01 21:24:00+00,Islington,8,0.0,16.0,348.0,1158
1158,Spring 2012,CR-Franklin,Franklin Line,715,0,day_type_01,weekday,2018/01/01 21:27:00+00,Norwood Depot,9,0.0,17.0,331.0,1159
1159,Spring 2012,CR-Franklin,Franklin Line,715,0,day_type_01,weekday,2018/01/01 21:31:00+00,Norwood Central,10,0.0,64.0,267.0,1160
1160,Spring 2012,CR-Franklin,Franklin Line,715,0,day_type_01,weekday,2018/01/01 21:35:00+00,Windsor Gardens,11,1.0,23.0,245.0,1161
1161,Spring 2012,CR-Franklin,Franklin Line,715,0,day_type_01,weekday,2018/01/01 21:40:00+00,Walpole,13,1.0,41.0,205.0,1162
1162,Spring 2012,CR-Franklin,Franklin Line,715,0,day_type_01,weekday,2018/01/01 21:47:00+00,Norfolk,14,0.0,57.0,148.0,1163
1163,Spring 2012,CR-Franklin,Franklin Line,715,0,day_type_01,weekday,2018/01/01 21:55:00+00,Franklin,15,0.0,58.0,90.0,1164
1166,Spring 2012,CR-Franklin,Franklin Line,717,0,day_type_01,weekday,2018/01/01 21:25:00+00,Back Bay,2,230.0,4.0,538.0,1167
1167,Spring 2012,CR-Franklin,Franklin Line,717,0,day_type_01,weekday,2018/01/01 21:29:00+00,Ruggles,3,79.0,2.0,615.0,1168
1168,Spring 2012,CR-Franklin,Franklin Line,717,0,day_type_01,weekday,2018/01/01 21:37:00+00,Hyde Park,4,0.0,27.0,588.0,1169
1169,Spring 2012,CR-Franklin,Franklin Line,717,0,day_type_01,weekday,2018/01/01 21:40:00+00,Readville,5,2.0,29.0,561.0,1170
1170,Spring 2012,CR-Franklin,Franklin Line,717,0,day_type_01,weekday,2018/01/01 21:45:00+00,Dedham Corp Center,7,2.0,23.0,540.0,1171
1171,Spring 2012,CR-Franklin,Franklin Line,717,0,day_type_01,weekday,2018/01/01 21:50:00+00,Norwood Depot,9,0.0,21.0,519.0,1172
1172,Spring 2012,CR-Franklin,Franklin Line,717,0,day_type_01,weekday,2018/01/01 21:54:00+00,Norwood Central,10,0.0,108.0,411.0,1173
1173,Spring 2012,CR-Franklin,Franklin Line,717,0,day_type_01,weekday,2018/01/01 21:58:00+00,Windsor Gardens,11,0.0,26.0,385.0,1174
1174,Spring 2012,CR-Franklin,Franklin Line,717,0,day_type_01,weekday,2018/01/01 22:03:00+00,Walpole,13,0.0,84.0,301.0,1175
1175,Spring 2012,CR-Franklin,Franklin Line,717,0,day_type_01,weekday,2018/01/01 22:10:00+00,Norfolk,14,0.0,112.0,189.0,1176
1176,Spring 2012,CR-Franklin,Franklin Line,717,0,day_type_01,weekday,2018/01/01 22:18:00+00,Franklin,15,0.0,80.0,109.0,1177
1179,Spring 2012,CR-Franklin,Franklin Line,719,0,day_type_01,weekday,2018/01/01 22:15:00+00,Back Bay,2,310.0,4.0,1009.0,1180
1180,Spring 2012,CR-Franklin,Franklin Line,719,0,day_type_01,weekday,2018/01/01 22:19:00+00,Ruggles,3,98.0,1.0,1106.0,1181
1181,Spring 2012,CR-Franklin,Franklin Line,719,0,day_type_01,weekday,2018/01/01 22:33:00+00,Dedham Corp Center,7,5.0,87.0,1024.0,1182
1182,Spring 2012,CR-Franklin,Franklin Line,719,0,day_type_01,weekday,2018/01/01 22:38:00+00,Norwood Depot,9,0.0,27.0,997.0,1183
1183,Spring 2012,CR-Franklin,Franklin Line,719,0,day_type_01,weekday,2018/01/01 22:41:00+00,Norwood Central,10,3.0,197.0,803.0,1184
1184,Spring 2012,CR-Franklin,Franklin Line,719,0,day_type_01,weekday,2018/01/01 22:44:00+00,Windsor Gardens,11,3.0,93.0,713.0,1185
1185,Spring 2012,CR-Franklin,Franklin Line,719,0,day_type_01,weekday,2018/01/01 22:48:00+00,Plimptonville,12,0.0,16.0,697.0,1186
1186,Spring 2012,CR-Franklin,Franklin Line,719,0,day_type_01,weekday,2018/01/01 22:52:00+00,Walpole,13,0.0,177.0,520.0,1187
1187,Spring 2012,CR-Franklin,Franklin Line,719,0,day_type_01,weekday,2018/01/01 23:04:00+00,Norfolk,14,0.0,204.0,316.0,1188
1188,Spring 2012,CR-Franklin,Franklin Line,719,0,day_type_01,weekday,2018/01/01 23:12:00+00,Franklin,15,0.0,137.0,179.0,1189
1191,Spring 2012,CR-Franklin,Franklin Line,721,0,day_type_01,weekday,2018/01/01 22:45:00+00,Back Bay,2,250.0,2.0,853.0,1192
1192,Spring 2012,CR-Franklin,Franklin Line,721,0,day_type_01,weekday,2018/01/01 22:49:00+00,Ruggles,3,45.0,0.0,898.0,1193
1193,Spring 2012,CR-Franklin,Franklin Line,721,0,day_type_01,weekday,2018/01/01 22:59:00+00,Hyde Park,4,3.0,61.0,840.0,1194
1194,Spring 2012,CR-Franklin,Franklin Line,721,0,day_type_01,weekday,2018/01/01 23:02:00+00,Readville,5,3.0,51.0,792.0,1195
1195,Spring 2012,CR-Franklin,Franklin Line,721,0,day_type_01,weekday,2018/01/01 23:06:00+00,Endicott,6,0.0,86.0,706.0,1196
1196,Spring 2012,CR-Franklin,Franklin Line,721,0,day_type_01,weekday,2018/01/01 23:10:00+00,Dedham Corp Center,7,0.0,66.0,640.0,1197
1197,Spring 2012,CR-Franklin,Franklin Line,721,0,day_type_01,weekday,2018/01/01 23:12:00+00,Islington,8,0.0,25.0,615.0,1198
1198,Spring 2012,CR-Franklin,Franklin Line,721,0,day_type_01,weekday,2018/01/01 23:15:00+00,Norwood Depot,9,1.0,50.0,566.0,1199
1199,Spring 2012,CR-Franklin,Franklin Line,721,0,day_type_01,weekday,2018/01/01 23:18:00+00,Norwood Central,10,1.0,140.0,427.0,1200
1200,Spring 2012,CR-Haverhill,Haverhill Line,238,1,day_type_01,weekday,2018/01/02 02:18:00+00,Wyoming Hill,12,0.0,0.0,34.0,1201
1201,Spring 2012,CR-Haverhill,Haverhill Line,238,1,day_type_01,weekday,2018/01/02 02:22:00+00,Malden Center,13,0.0,15.0,19.0,1202
1204,Spring 2012,CR-Haverhill,Haverhill Line,244,1,day_type_01,weekday,2018/01/02 03:18:00+00,Bradford,2,1.0,0.0,7.0,1205
1205,Spring 2012,CR-Haverhill,Haverhill Line,244,1,day_type_01,weekday,2018/01/02 03:29:00+00,Lawrence,3,1.0,3.0,5.0,1206
1206,Spring 2012,CR-Haverhill,Haverhill Line,244,1,day_type_01,weekday,2018/01/02 03:34:00+00,Andover,4,0.0,2.0,3.0,1207
1207,Spring 2012,CR-Haverhill,Haverhill Line,244,1,day_type_01,weekday,2018/01/02 03:40:00+00,Ballardvale,5,0.0,0.0,3.0,1208
1208,Spring 2012,CR-Haverhill,Haverhill Line,244,1,day_type_01,weekday,2018/01/02 03:47:00+00,North Wilmington,6,0.0,0.0,3.0,1209
1209,Spring 2012,CR-Haverhill,Haverhill Line,244,1,day_type_01,weekday,2018/01/02 03:54:00+00,Reading,7,0.0,0.0,3.0,1210
1210,Spring 2012,CR-Haverhill,Haverhill Line,244,1,day_type_01,weekday,2018/01/02 03:59:00+00,Wakefield,8,1.0,0.0,4.0,1211
1211,Spring 2012,CR-Haverhill,Haverhill Line,244,1,day_type_01,weekday,2018/01/02 04:02:00+00,Greenwood,9,0.0,0.0,4.0,1212
1212,Spring 2012,CR-Haverhill,Haverhill Line,244,1,day_type_01,weekday,2018/01/02 04:04:00+00,Melrose Highlands,10,0.0,0.0,4.0,1213
1213,Spring 2012,CR-Haverhill,Haverhill Line,244,1,day_type_01,weekday,2018/01/02 04:06:00+00,Melrose Cedar Park,11,0.0,0.0,4.0,1214
1214,Spring 2012,CR-Haverhill,Haverhill Line,244,1,day_type_01,weekday,2018/01/02 04:08:00+00,Wyoming Hill,12,0.0,0.0,4.0,1215
1215,Spring 2012,CR-Haverhill,Haverhill Line,244,1,day_type_01,weekday,2018/01/02 04:12:00+00,Malden Center,13,0.0,1.0,3.0,1216
1218,Spring 2012,CR-Haverhill,Haverhill Line,258,1,day_type_01,weekday,2018/01/01 12:36:00+00,Wakefield,8,113.0,0.0,370.0,1219
1219,Spring 2012,CR-Haverhill,Haverhill Line,258,1,day_type_01,weekday,2018/01/01 12:39:00+00,Greenwood,9,30.0,0.0,400.0,1220
1220,Spring 2012,CR-Haverhill,Haverhill Line,258,1,day_type_01,weekday,2018/01/01 12:42:00+00,Melrose Highlands,10,30.0,0.0,430.0,1221
1221,Spring 2012,CR-Haverhill,Haverhill Line,258,1,day_type_01,weekday,2018/01/01 12:44:00+00,Melrose Cedar Park,11,26.0,0.0,456.0,1222
1222,Spring 2012,CR-Haverhill,Haverhill Line,258,1,day_type_01,weekday,2018/01/01 12:46:00+00,Wyoming Hill,12,13.0,0.0,469.0,1223
1223,Spring 2012,CR-Haverhill,Haverhill Line,258,1,day_type_01,weekday,2018/01/01 12:50:00+00,Malden Center,13,2.0,19.0,452.0,1224
1226,Spring 2012,CR-Haverhill,Haverhill Line,260,1,day_type_01,weekday,2018/01/01 13:06:00+00,Wakefield,8,103.0,0.0,261.0,1227
1227,Spring 2012,CR-Haverhill,Haverhill Line,260,1,day_type_01,weekday,2018/01/01 13:09:00+00,Greenwood,9,30.0,0.0,291.0,1228
1228,Spring 2012,CR-Haverhill,Haverhill Line,260,1,day_type_01,weekday,2018/01/01 13:12:00+00,Melrose Highlands,10,32.0,0.0,323.0,1229
1229,Spring 2012,CR-Haverhill,Haverhill Line,260,1,day_type_01,weekday,2018/01/01 13:14:00+00,Melrose Cedar Park,11,30.0,0.0,353.0,1230
1230,Spring 2012,CR-Haverhill,Haverhill Line,260,1,day_type_01,weekday,2018/01/01 13:16:00+00,Wyoming Hill,12,17.0,0.0,370.0,1231
1231,Spring 2012,CR-Haverhill,Haverhill Line,260,1,day_type_01,weekday,2018/01/01 13:20:00+00,Malden Center,13,1.0,13.0,358.0,1232
1234,Spring 2012,CR-Haverhill,Haverhill Line,262,1,day_type_01,weekday,2018/01/01 13:36:00+00,Wakefield,8,49.0,0.0,141.0,1235
1235,Spring 2012,CR-Haverhill,Haverhill Line,262,1,day_type_01,weekday,2018/01/01 13:39:00+00,Greenwood,9,18.0,0.0,159.0,1236
1236,Spring 2012,CR-Haverhill,Haverhill Line,262,1,day_type_01,weekday,2018/01/01 13:42:00+00,Melrose Highlands,10,24.0,0.0,183.0,1237
1237,Spring 2012,CR-Haverhill,Haverhill Line,262,1,day_type_01,weekday,2018/01/01 13:44:00+00,Melrose Cedar Park,11,23.0,0.0,206.0,1238
1238,Spring 2012,CR-Haverhill,Haverhill Line,262,1,day_type_01,weekday,2018/01/01 13:46:00+00,Wyoming Hill,12,7.0,0.0,213.0,1239
1239,Spring 2012,CR-Haverhill,Haverhill Line,262,1,day_type_01,weekday,2018/01/01 13:50:00+00,Malden Center,13,0.0,12.0,201.0,1240
1242,Spring 2012,CR-Haverhill,Haverhill Line,266,1,day_type_01,weekday,2018/01/01 15:11:00+00,Wakefield,8,8.0,0.0,17.0,1243
1243,Spring 2012,CR-Haverhill,Haverhill Line,266,1,day_type_01,weekday,2018/01/01 15:14:00+00,Greenwood,9,4.0,0.0,21.0,1244
1244,Spring 2012,CR-Haverhill,Haverhill Line,266,1,day_type_01,weekday,2018/01/01 15:16:00+00,Melrose Highlands,10,3.0,0.0,24.0,1245
1245,Spring 2012,CR-Haverhill,Haverhill Line,266,1,day_type_01,weekday,2018/01/01 15:18:00+00,Melrose Cedar Park,11,1.0,0.0,25.0,1246
1246,Spring 2012,CR-Haverhill,Haverhill Line,266,1,day_type_01,weekday,2018/01/01 15:20:00+00,Wyoming Hill,12,1.0,0.0,26.0,1247
1247,Spring 2012,CR-Haverhill,Haverhill Line,266,1,day_type_01,weekday,2018/01/01 15:24:00+00,Malden Center,13,0.0,0.0,26.0,1248
1252,Spring 2012,CR-Greenbush,Greenbush Line,81,0,day_type_01,weekday,2018/01/01 21:06:00+00,JFK/UMASS,2,111.0,0.0,294.0,1253
1253,Spring 2012,CR-Greenbush,Greenbush Line,81,0,day_type_01,weekday,2018/01/01 21:22:00+00,Weymouth Landing/ East Braintree,4,3.0,38.0,259.0,1254
1254,Spring 2012,CR-Greenbush,Greenbush Line,81,0,day_type_01,weekday,2018/01/01 21:28:00+00,East Weymouth,5,0.0,55.0,204.0,1255
1255,Spring 2012,CR-Greenbush,Greenbush Line,81,0,day_type_01,weekday,2018/01/01 21:33:00+00,West Hingham,6,1.0,30.0,175.0,1256
1256,Spring 2012,CR-Greenbush,Greenbush Line,81,0,day_type_01,weekday,2018/01/01 21:37:00+00,Nantasket Junction,7,0.0,24.0,151.0,1257
1257,Spring 2012,CR-Greenbush,Greenbush Line,81,0,day_type_01,weekday,2018/01/01 21:40:00+00,Cohasset,8,0.0,30.0,121.0,1258
1258,Spring 2012,CR-Greenbush,Greenbush Line,81,0,day_type_01,weekday,2018/01/01 21:48:00+00,North Scituate,9,0.0,48.0,73.0,1259
1261,Spring 2012,CR-Greenbush,Greenbush Line,83,0,day_type_01,weekday,2018/01/01 22:06:00+00,Quincy Center,3,9.0,4.0,355.0,1262
1262,Spring 2012,CR-Greenbush,Greenbush Line,83,0,day_type_01,weekday,2018/01/01 22:14:00+00,Weymouth Landing/ East Braintree,4,2.0,86.0,271.0,1263
1263,Spring 2012,CR-Greenbush,Greenbush Line,83,0,day_type_01,weekday,2018/01/01 22:20:00+00,East Weymouth,5,0.0,76.0,195.0,1264
1264,Spring 2012,CR-Greenbush,Greenbush Line,83,0,day_type_01,weekday,2018/01/01 22:25:00+00,West Hingham,6,1.0,30.0,166.0,1265
1265,Spring 2012,CR-Greenbush,Greenbush Line,83,0,day_type_01,weekday,2018/01/01 22:29:00+00,Nantasket Junction,7,0.0,20.0,146.0,1266
1266,Spring 2012,CR-Greenbush,Greenbush Line,83,0,day_type_01,weekday,2018/01/01 22:32:00+00,Cohasset,8,0.0,31.0,115.0,1267
1267,Spring 2012,CR-Greenbush,Greenbush Line,83,0,day_type_01,weekday,2018/01/01 22:40:00+00,North Scituate,9,0.0,48.0,67.0,1268
1270,Spring 2012,CR-Greenbush,Greenbush Line,85,0,day_type_01,weekday,2018/01/01 22:26:00+00,JFK/UMASS,2,54.0,0.0,546.0,1271
1271,Spring 2012,CR-Greenbush,Greenbush Line,85,0,day_type_01,weekday,2018/01/01 22:42:00+00,Weymouth Landing/ East Braintree,4,2.0,103.0,445.0,1272
1272,Spring 2012,CR-Greenbush,Greenbush Line,85,0,day_type_01,weekday,2018/01/01 22:48:00+00,East Weymouth,5,0.0,126.0,319.0,1273
1273,Spring 2012,CR-Greenbush,Greenbush Line,85,0,day_type_01,weekday,2018/01/01 22:53:00+00,West Hingham,6,0.0,55.0,264.0,1274
1274,Spring 2012,CR-Greenbush,Greenbush Line,85,0,day_type_01,weekday,2018/01/01 22:57:00+00,Nantasket Junction,7,0.0,41.0,223.0,1275
1275,Spring 2012,CR-Greenbush,Greenbush Line,85,0,day_type_01,weekday,2018/01/01 23:00:00+00,Cohasset,8,0.0,54.0,169.0,1276
1276,Spring 2012,CR-Greenbush,Greenbush Line,85,0,day_type_01,weekday,2018/01/01 23:08:00+00,North Scituate,9,1.0,59.0,111.0,1277
1279,Spring 2012,CR-Greenbush,Greenbush Line,87,0,day_type_01,weekday,2018/01/01 22:59:00+00,Quincy Center,3,7.0,16.0,358.0,1280
1280,Spring 2012,CR-Greenbush,Greenbush Line,87,0,day_type_01,weekday,2018/01/01 23:07:00+00,Weymouth Landing/ East Braintree,4,5.0,79.0,284.0,1281
1281,Spring 2012,CR-Greenbush,Greenbush Line,87,0,day_type_01,weekday,2018/01/01 23:13:00+00,East Weymouth,5,0.0,84.0,200.0,1282
1282,Spring 2012,CR-Greenbush,Greenbush Line,87,0,day_type_01,weekday,2018/01/01 23:18:00+00,West Hingham,6,0.0,38.0,162.0,1283
1283,Spring 2012,CR-Greenbush,Greenbush Line,87,0,day_type_01,weekday,2018/01/01 23:22:00+00,Nantasket Junction,7,0.0,25.0,137.0,1284
1284,Spring 2012,CR-Greenbush,Greenbush Line,87,0,day_type_01,weekday,2018/01/01 23:25:00+00,Cohasset,8,1.0,42.0,96.0,1285
1285,Spring 2012,CR-Greenbush,Greenbush Line,87,0,day_type_01,weekday,2018/01/01 23:33:00+00,North Scituate,9,0.0,43.0,53.0,1286
1288,Spring 2012,CR-Greenbush,Greenbush Line,89,0,day_type_01,weekday,2018/01/01 23:52:00+00,Quincy Center,3,3.0,10.0,301.0,1289
1289,Spring 2012,CR-Greenbush,Greenbush Line,89,0,day_type_01,weekday,2018/01/02 00:00:00+00,Weymouth Landing/ East Braintree,4,1.0,37.0,265.0,1290
