,season,route_id,route_name,train,direction_id,day_type_id,day_type_name,stop_time,stop_id,stopsequence,average_ons,average_offs,average_load,ObjectId
5999,Spring 2018,CR-Franklin,Franklin Line,740,1,day_type_01,weekday,2018/01/01 13:20:00+00,Back Bay,15,8.0,272.0,209.0,6000
6000,Spring 2018,CR-Franklin,Franklin Line,743,0,day_type_01,weekday,2018/01/01 21:46:00+00,Islington,8,0.0,14.0,118.0,6001
6001,Spring 2018,CR-Franklin,Franklin Line,743,0,day_type_01,weekday,2018/01/01 21:49:00+00,Norwood Depot,9,0.0,33.0,85.0,6002
6004,Spring 2018,CR-Franklin,Franklin Line,745,0,day_type_01,weekday,2018/01/01 22:07:00+00,Back Bay,2,168.0,2.0,517.0,6005
6005,Spring 2018,CR-Franklin,Franklin Line,745,0,day_type_01,weekday,2018/01/01 22:11:00+00,Ruggles,3,65.0,4.0,578.0,6006
6006,Spring 2018,CR-Franklin,Franklin Line,745,0,day_type_01,weekday,2018/01/01 22:20:00+00,Hyde Park,4,2.0,73.0,507.0,6007
6007,Spring 2018,CR-Franklin,Franklin Line,745,0,day_type_01,weekday,2018/01/01 22:24:00+00,Readville,5,0.0,59.0,448.0,6008
6008,Spring 2018,CR-Franklin,Franklin Line,745,0,day_type_01,weekday,2018/01/01 22:28:00+00,Endicott,6,0.0,82.0,366.0,6009
6009,Spring 2018,CR-Franklin,Franklin Line,745,0,day_type_01,weekday,2018/01/01 22:32:00+00,Dedham Corp Center,7,2.0,104.0,264.0,6010
6010,Spring 2018,CR-Franklin,Franklin Line,745,0,day_type_01,weekday,2018/01/01 22:35:00+00,Islington,8,1.0,10.0,255.0,6011
6011,Spring 2018,CR-Franklin,Franklin Line,745,0,day_type_01,weekday,2018/01/01 22:39:00+00,Norwood Depot,9,0.0,39.0,216.0,6012
6012,Spring 2018,CR-Franklin,Franklin Line,745,0,day_type_01,weekday,2018/01/01 22:43:00+00,Norwood Central,10,1.0,123.0,94.0,6013
6014,Spring 2018,CR-Franklin,Franklin Line,745,0,day_type_01,weekday,2018/01/01 22:50:00+00,Plimptonville,12,0.0,4.0,90.0,6015
6017,Spring 2018,CR-Greenbush,Greenbush Line,70,1,day_type_01,weekday,2018/01/01 10:47:00+00,North Scituate,2,45.0,0.0,82.0,6018
6018,Spring 2018,CR-Greenbush,Greenbush Line,70,1,day_type_01,weekday,2018/01/01 10:54:00+00,Cohasset,3,41.0,0.0,123.0,6019
6019,Spring 2018,CR-Greenbush,Greenbush Line,70,1,day_type_01,weekday,2018/01/01 10:58:00+00,Nantasket Junction,4,22.0,0.0,145.0,6020
6020,Spring 2018,CR-Greenbush,Greenbush Line,70,1,day_type_01,weekday,2018/01/01 11:03:00+00,West Hingham,5,37.0,0.0,182.0,6021
6021,Spring 2018,CR-Greenbush,Greenbush Line,70,1,day_type_01,weekday,2018/01/01 11:07:00+00,East Weymouth,6,83.0,1.0,264.0,6022
6022,Spring 2018,CR-Greenbush,Greenbush Line,70,1,day_type_01,weekday,2018/01/01 11:13:00+00,Weymouth Landing/ East Braintree,7,87.0,0.0,351.0,6023
6023,Spring 2018,CR-Greenbush,Greenbush Line,88,1,day_type_01,weekday,2018/01/01 22:38:00+00,Cohasset,3,2.0,0.0,7.0,6024
6024,Spring 2018,CR-Greenbush,Greenbush Line,70,1,day_type_01,weekday,2018/01/01 11:22:00+00,Quincy Center,8,3.0,8.0,346.0,6025
6025,Spring 2018,CR-Greenbush,Greenbush Line,70,1,day_type_01,weekday,2018/01/01 11:30:00+00,JFK/UMASS,9,0.0,70.0,276.0,6026
6028,Spring 2018,CR-Greenbush,Greenbush Line,72,1,day_type_01,weekday,2018/01/01 11:44:00+00,North Scituate,2,100.0,0.0,219.0,6029
6029,Spring 2018,CR-Greenbush,Greenbush Line,72,1,day_type_01,weekday,2018/01/01 11:51:00+00,Cohasset,3,77.0,0.0,296.0,6030
6030,Spring 2018,CR-Greenbush,Greenbush Line,72,1,day_type_01,weekday,2018/01/01 11:55:00+00,Nantasket Junction,4,48.0,0.0,344.0,6031
6031,Spring 2018,CR-Greenbush,Greenbush Line,72,1,day_type_01,weekday,2018/01/01 12:00:00+00,West Hingham,5,94.0,0.0,438.0,6032
6032,Spring 2018,CR-Greenbush,Greenbush Line,72,1,day_type_01,weekday,2018/01/01 12:04:00+00,East Weymouth,6,160.0,0.0,598.0,6033
6033,Spring 2018,CR-Greenbush,Greenbush Line,72,1,day_type_01,weekday,2018/01/01 12:10:00+00,Weymouth Landing/ East Braintree,7,129.0,2.0,725.0,6034
6034,Spring 2018,CR-Greenbush,Greenbush Line,72,1,day_type_01,weekday,2018/01/01 12:28:00+00,JFK/UMASS,9,1.0,217.0,509.0,6035
6037,Spring 2018,CR-Greenbush,Greenbush Line,74,1,day_type_01,weekday,2018/01/01 12:10:00+00,North Scituate,2,71.0,0.0,182.0,6038
6038,Spring 2018,CR-Greenbush,Greenbush Line,74,1,day_type_01,weekday,2018/01/01 12:17:00+00,Cohasset,3,93.0,0.0,275.0,6039
6039,Spring 2018,CR-Greenbush,Greenbush Line,74,1,day_type_01,weekday,2018/01/01 12:21:00+00,Nantasket Junction,4,55.0,0.0,330.0,6040
6040,Spring 2018,CR-Greenbush,Greenbush Line,74,1,day_type_01,weekday,2018/01/01 12:26:00+00,West Hingham,5,91.0,0.0,421.0,6041
6041,Spring 2018,CR-Greenbush,Greenbush Line,74,1,day_type_01,weekday,2018/01/01 12:30:00+00,East Weymouth,6,169.0,1.0,589.0,6042
6042,Spring 2018,CR-Greenbush,Greenbush Line,74,1,day_type_01,weekday,2018/01/01 12:36:00+00,Weymouth Landing/ East Braintree,7,127.0,0.0,716.0,6043
6043,Spring 2018,CR-Greenbush,Greenbush Line,74,1,day_type_01,weekday,2018/01/01 12:46:00+00,Quincy Center,8,24.0,3.0,737.0,6044
6046,Spring 2018,CR-Greenbush,Greenbush Line,76,1,day_type_01,weekday,2018/01/01 12:57:00+00,North Scituate,2,78.0,1.0,187.0,6047
6047,Spring 2018,CR-Greenbush,Greenbush Line,76,1,day_type_01,weekday,2018/01/01 13:04:00+00,Cohasset,3,99.0,0.0,286.0,6048
6048,Spring 2018,CR-Greenbush,Greenbush Line,76,1,day_type_01,weekday,2018/01/01 13:08:00+00,Nantasket Junction,4,60.0,0.0,346.0,6049
6049,Spring 2018,CR-Greenbush,Greenbush Line,76,1,day_type_01,weekday,2018/01/01 13:13:00+00,West Hingham,5,68.0,0.0,414.0,6050
6050,Spring 2018,CR-Greenbush,Greenbush Line,76,1,day_type_01,weekday,2018/01/01 13:17:00+00,East Weymouth,6,118.0,0.0,532.0,6051
6051,Spring 2018,CR-Haverhill,Haverhill Line,220,1,day_type_01,weekday,2018/01/01 21:57:00+00,Lawrence,3,19.0,2.0,33.0,6052
6054,Spring 2018,CR-Greenbush,Greenbush Line,87,0,day_type_01,weekday,2018/01/01 23:17:00+00,West Hingham,6,0.0,93.0,204.0,6055
6055,Spring 2018,CR-Haverhill,Haverhill Line,202,1,day_type_01,weekday,2018/01/01 11:04:00+00,Ballardvale,5,12.0,0.0,112.0,6056
6056,Spring 2018,CR-Greenbush,Greenbush Line,76,1,day_type_01,weekday,2018/01/01 13:23:00+00,Weymouth Landing/ East Braintree,7,125.0,0.0,657.0,6057
6057,Spring 2018,CR-Greenbush,Greenbush Line,88,1,day_type_01,weekday,2018/01/01 22:42:00+00,Nantasket Junction,4,7.0,0.0,14.0,6058
6058,Spring 2018,CR-Greenbush,Greenbush Line,88,1,day_type_01,weekday,2018/01/01 22:47:00+00,West Hingham,5,2.0,0.0,16.0,6059
6059,Spring 2018,CR-Greenbush,Greenbush Line,88,1,day_type_01,weekday,2018/01/01 22:53:00+00,East Weymouth,6,2.0,0.0,18.0,6060
6060,Spring 2018,CR-Greenbush,Greenbush Line,88,1,day_type_01,weekday,2018/01/01 22:59:00+00,Weymouth Landing/ East Braintree,7,1.0,1.0,18.0,6061
6063,Spring 2018,CR-Greenbush,Greenbush Line,90,1,day_type_01,weekday,2018/01/02 00:12:00+00,North Scituate,2,0.0,1.0,1.0,6064
6064,Spring 2018,CR-Greenbush,Greenbush Line,90,1,day_type_01,weekday,2018/01/02 00:22:00+00,Cohasset,3,0.0,0.0,1.0,6065
6065,Spring 2018,CR-Greenbush,Greenbush Line,90,1,day_type_01,weekday,2018/01/02 00:26:00+00,Nantasket Junction,4,2.0,0.0,3.0,6066
6066,Spring 2018,CR-Greenbush,Greenbush Line,90,1,day_type_01,weekday,2018/01/02 00:31:00+00,West Hingham,5,1.0,0.0,4.0,6067
6067,Spring 2018,CR-Greenbush,Greenbush Line,90,1,day_type_01,weekday,2018/01/02 00:35:00+00,East Weymouth,6,4.0,0.0,8.0,6068
6068,Spring 2018,CR-Greenbush,Greenbush Line,90,1,day_type_01,weekday,2018/01/02 00:41:00+00,Weymouth Landing/ East Braintree,7,1.0,0.0,9.0,6069
6069,Spring 2018,CR-Greenbush,Greenbush Line,90,1,day_type_01,weekday,2018/01/02 00:53:00+00,Quincy Center,8,0.0,1.0,8.0,6070
6072,Spring 2018,CR-Greenbush,Greenbush Line,92,1,day_type_01,weekday,2018/01/02 01:17:00+00,North Scituate,2,0.0,0.0,3.0,6073
6073,Spring 2018,CR-Greenbush,Greenbush Line,92,1,day_type_01,weekday,2018/01/02 01:23:00+00,Cohasset,3,1.0,0.0,4.0,6074
6074,Spring 2018,CR-Greenbush,Greenbush Line,92,1,day_type_01,weekday,2018/01/02 01:26:00+00,Nantasket Junction,4,0.0,0.0,4.0,6075
6075,Spring 2018,CR-Greenbush,Greenbush Line,92,1,day_type_01,weekday,2018/01/02 01:31:00+00,West Hingham,5,2.0,0.0,6.0,6076
6076,Spring 2018,CR-Greenbush,Greenbush Line,92,1,day_type_01,weekday,2018/01/02 01:34:00+00,East Weymouth,6,1.0,0.0,7.0,6077
6077,Spring 2018,CR-Greenbush,Greenbush Line,92,1,day_type_01,weekday,2018/01/02 01:40:00+00,Weymouth Landing/ East Braintree,7,0.0,0.0,7.0,6078
6078,Spring 2018,CR-Greenbush,Greenbush Line,92,1,day_type_01,weekday,2018/01/02 01:49:00+00,Quincy Center,8,0.0,1.0,6.0,6079
6080,Spring 2018,CR-Haverhill,Haverhill Line,212,1,day_type_01,weekday,2018/01/01 15:52:00+00,Bradford,2,3.0,0.0,24.0,6081
6082,Spring 2018,CR-Greenbush,Greenbush Line,76,1,day_type_01,weekday,2018/01/01 13:32:00+00,Quincy Center,8,148.0,6.0,799.0,6083
6083,Spring 2018,CR-Haverhill,Haverhill Line,212,1,day_type_01,weekday,2018/01/01 15:59:00+00,Lawrence,3,22.0,1.0,45.0,6084
6084,Spring 2018,CR-Greenbush,Greenbush Line,71,0,day_type_01,weekday,2018/01/01 12:17:00+00,Weymouth Landing/ East Braintree,4,4.0,0.0,14.0,6085
6085,Spring 2018,CR-Haverhill,Haverhill Line,220,1,day_type_01,weekday,2018/01/01 22:04:00+00,Andover,4,7.0,0.0,40.0,6086
6087,Spring 2018,CR-Haverhill,Haverhill Line,202,1,day_type_01,weekday,2018/01/01 11:11:00+00,North Wilmington,6,17.0,4.0,125.0,6088
6088,Spring 2018,CR-Haverhill,Haverhill Line,212,1,day_type_01,weekday,2018/01/01 16:06:00+00,Andover,4,10.0,4.0,51.0,6089
6089,Spring 2018,CR-Greenbush,Greenbush Line,71,0,day_type_01,weekday,2018/01/01 12:22:00+00,East Weymouth,5,1.0,2.0,13.0,6090
6090,Spring 2018,CR-Greenbush,Greenbush Line,87,0,day_type_01,weekday,2018/01/01 23:22:00+00,Nantasket Junction,7,0.0,46.0,158.0,6091
6091,Spring 2018,CR-Greenbush,Greenbush Line,77,0,day_type_01,weekday,2018/01/01 17:54:00+00,Quincy Center,3,1.0,4.0,33.0,6092
6092,Spring 2018,CR-Haverhill,Haverhill Line,220,1,day_type_01,weekday,2018/01/01 22:09:00+00,Ballardvale,5,9.0,0.0,49.0,6093
6094,Spring 2018,CR-Haverhill,Haverhill Line,202,1,day_type_01,weekday,2018/01/01 11:18:00+00,Reading,7,86.0,0.0,211.0,6095
6096,Spring 2018,CR-Greenbush,Greenbush Line,78,1,day_type_01,weekday,2018/01/01 13:57:00+00,North Scituate,2,26.0,0.0,57.0,6097
6097,Spring 2018,CR-Greenbush,Greenbush Line,71,0,day_type_01,weekday,2018/01/01 12:30:00+00,West Hingham,6,0.0,3.0,10.0,6098
6098,Spring 2018,CR-Haverhill,Haverhill Line,212,1,day_type_01,weekday,2018/01/01 16:11:00+00,Ballardvale,5,2.0,1.0,52.0,6099
6099,Spring 2018,CR-Greenbush,Greenbush Line,87,0,day_type_01,weekday,2018/01/01 23:25:00+00,Cohasset,8,0.0,43.0,115.0,6100
6100,Spring 2018,CR-Greenbush,Greenbush Line,77,0,day_type_01,weekday,2018/01/01 18:03:00+00,Weymouth Landing/ East Braintree,4,0.0,3.0,30.0,6101
6101,Spring 2018,CR-Haverhill,Haverhill Line,212,1,day_type_01,weekday,2018/01/01 16:18:00+00,North Wilmington,6,0.0,0.0,52.0,6102
6102,Spring 2018,CR-Greenbush,Greenbush Line,77,0,day_type_01,weekday,2018/01/01 18:08:00+00,East Weymouth,5,0.0,6.0,24.0,6103
6103,Spring 2018,CR-Greenbush,Greenbush Line,87,0,day_type_01,weekday,2018/01/01 23:33:00+00,North Scituate,9,0.0,48.0,67.0,6104
6104,Spring 2018,CR-Haverhill,Haverhill Line,212,1,day_type_01,weekday,2018/01/01 16:25:00+00,Reading,7,9.0,0.0,61.0,6105
6106,Spring 2018,CR-Greenbush,Greenbush Line,77,0,day_type_01,weekday,2018/01/01 18:13:00+00,West Hingham,6,0.0,4.0,20.0,6107
6108,Spring 2018,CR-Greenbush,Greenbush Line,71,0,day_type_01,weekday,2018/01/01 12:34:00+00,Nantasket Junction,7,1.0,2.0,9.0,6109
6109,Spring 2018,CR-Greenbush,Greenbush Line,78,1,day_type_01,weekday,2018/01/01 14:04:00+00,Cohasset,3,21.0,0.0,78.0,6110
6110,Spring 2018,CR-Haverhill,Haverhill Line,202,1,day_type_01,weekday,2018/01/01 11:24:00+00,Wakefield,8,50.0,0.0,261.0,6111
6111,Spring 2018,CR-Haverhill,Haverhill Line,212,1,day_type_01,weekday,2018/01/01 16:30:00+00,Wakefield,8,9.0,0.0,70.0,6112
6112,Spring 2018,CR-Greenbush,Greenbush Line,77,0,day_type_01,weekday,2018/01/01 18:17:00+00,Nantasket Junction,7,0.0,3.0,17.0,6113
6114,Spring 2018,CR-Greenbush,Greenbush Line,77,0,day_type_01,weekday,2018/01/01 18:20:00+00,Cohasset,8,0.0,7.0,10.0,6115
6115,Spring 2018,CR-Haverhill,Haverhill Line,212,1,day_type_01,weekday,2018/01/01 16:33:00+00,Greenwood,9,1.0,0.0,71.0,6116
6116,Spring 2018,CR-Greenbush,Greenbush Line,71,0,day_type_01,weekday,2018/01/01 12:37:00+00,Cohasset,8,1.0,1.0,9.0,6117
6117,Spring 2018,CR-Haverhill,Haverhill Line,222,1,day_type_01,weekday,2018/01/01 23:19:00+00,Bradford,2,1.0,0.0,15.0,6118
6118,Spring 2018,CR-Greenbush,Greenbush Line,78,1,day_type_01,weekday,2018/01/01 14:08:00+00,Nantasket Junction,4,19.0,0.0,97.0,6119
6119,Spring 2018,CR-Haverhill,Haverhill Line,202,1,day_type_01,weekday,2018/01/01 11:27:00+00,Greenwood,9,0.0,0.0,261.0,6120
6120,Spring 2018,CR-Haverhill,Haverhill Line,222,1,day_type_01,weekday,2018/01/01 23:39:00+00,Lawrence,3,20.0,0.0,35.0,6121
6121,Spring 2018,CR-Haverhill,Haverhill Line,202,1,day_type_01,weekday,2018/01/01 11:29:00+00,Melrose Highlands,10,22.0,0.0,283.0,6122
6122,Spring 2018,CR-Greenbush,Greenbush Line,78,1,day_type_01,weekday,2018/01/01 14:13:00+00,West Hingham,5,21.0,0.0,118.0,6123
6123,Spring 2018,CR-Haverhill,Haverhill Line,222,1,day_type_01,weekday,2018/01/01 23:46:00+00,Andover,4,6.0,3.0,38.0,6124
6124,Spring 2018,CR-Haverhill,Haverhill Line,212,1,day_type_01,weekday,2018/01/01 16:35:00+00,Melrose Highlands,10,1.0,1.0,71.0,6125
6125,Spring 2018,CR-Haverhill,Haverhill Line,202,1,day_type_01,weekday,2018/01/01 11:31:00+00,Melrose Cedar Park,11,5.0,0.0,288.0,6126
6126,Spring 2018,CR-Greenbush,Greenbush Line,78,1,day_type_01,weekday,2018/01/01 14:17:00+00,East Weymouth,6,19.0,0.0,137.0,6127
6127,Spring 2018,CR-Greenbush,Greenbush Line,71,0,day_type_01,weekday,2018/01/01 12:45:00+00,North Scituate,9,0.0,2.0,7.0,6128
6128,Spring 2018,CR-Greenbush,Greenbush Line,77,0,day_type_01,weekday,2018/01/01 18:28:00+00,North Scituate,9,0.0,4.0,6.0,6129
6129,Spring 2018,CR-Greenbush,Greenbush Line,89,0,day_type_01,weekday,2018/01/01 23:51:00+00,Quincy Center,3,7.0,41.0,337.0,6130
6130,Spring 2018,CR-Haverhill,Haverhill Line,222,1,day_type_01,weekday,2018/01/01 23:51:00+00,Ballardvale,5,1.0,1.0,38.0,6131
6131,Spring 2018,CR-Haverhill,Haverhill Line,202,1,day_type_01,weekday,2018/01/01 11:33:00+00,Wyoming Hill,12,9.0,2.0,295.0,6132
6132,Spring 2018,CR-Greenbush,Greenbush Line,78,1,day_type_01,weekday,2018/01/01 14:23:00+00,Weymouth Landing/ East Braintree,7,13.0,1.0,149.0,6133
6133,Spring 2018,CR-Haverhill,Haverhill Line,202,1,day_type_01,weekday,2018/01/01 11:37:00+00,Malden Center,13,3.0,26.0,272.0,6134
6136,Spring 2018,CR-Haverhill,Haverhill Line,212,1,day_type_01,weekday,2018/01/01 16:37:00+00,Melrose Cedar Park,11,0.0,0.0,71.0,6137
6138,Spring 2018,CR-Greenbush,Greenbush Line,89,0,day_type_01,weekday,2018/01/02 00:00:00+00,Weymouth Landing/ East Braintree,4,0.0,42.0,295.0,6139
6139,Spring 2018,CR-Greenbush,Greenbush Line,89,0,day_type_01,weekday,2018/01/02 00:06:00+00,East Weymouth,5,0.0,104.0,191.0,6140
6140,Spring 2018,CR-Haverhill,Haverhill Line,212,1,day_type_01,weekday,2018/01/01 16:39:00+00,Wyoming Hill,12,0.0,1.0,70.0,6141
6141,Spring 2018,CR-Greenbush,Greenbush Line,89,0,day_type_01,weekday,2018/01/02 00:10:00+00,West Hingham,6,0.0,51.0,140.0,6142
6143,Spring 2018,CR-Haverhill,Haverhill Line,212,1,day_type_01,weekday,2018/01/01 16:43:00+00,Malden Center,13,1.0,5.0,66.0,6144
6145,Spring 2018,CR-Greenbush,Greenbush Line,89,0,day_type_01,weekday,2018/01/02 00:15:00+00,Nantasket Junction,7,0.0,23.0,117.0,6146
6146,Spring 2018,CR-Greenbush,Greenbush Line,79,0,day_type_01,weekday,2018/01/01 19:40:00+00,Quincy Center,3,4.0,4.0,114.0,6147
6149,Spring 2018,CR-Greenbush,Greenbush Line,78,1,day_type_01,weekday,2018/01/01 14:32:00+00,Quincy Center,8,23.0,2.0,170.0,6150
6152,Spring 2018,CR-Haverhill,Haverhill Line,224,1,day_type_01,weekday,2018/01/02 00:47:00+00,Bradford,2,2.0,0.0,5.0,6153
6154,Spring 2018,CR-Greenbush,Greenbush Line,73,0,day_type_01,weekday,2018/01/01 14:38:00+00,Quincy Center,3,5.0,2.0,11.0,6155
6155,Spring 2018,CR-Greenbush,Greenbush Line,79,0,day_type_01,weekday,2018/01/01 19:49:00+00,Weymouth Landing/ East Braintree,4,0.0,19.0,95.0,6156
6156,Spring 2018,CR-Greenbush,Greenbush Line,89,0,day_type_01,weekday,2018/01/02 00:19:00+00,Cohasset,8,0.0,34.0,83.0,6157
6157,Spring 2018,CR-Greenbush,Greenbush Line,89,0,day_type_01,weekday,2018/01/02 00:27:00+00,North Scituate,9,0.0,42.0,41.0,6158
6158,Spring 2018,CR-Haverhill,Haverhill Line,224,1,day_type_01,weekday,2018/01/02 00:55:00+00,Lawrence,3,14.0,1.0,18.0,6159
6161,Spring 2018,CR-Greenbush,Greenbush Line,79,0,day_type_01,weekday,2018/01/01 19:55:00+00,East Weymouth,5,0.0,20.0,75.0,6162
6162,Spring 2018,CR-Greenbush,Greenbush Line,73,0,day_type_01,weekday,2018/01/01 14:47:00+00,Weymouth Landing/ East Braintree,4,1.0,2.0,10.0,6163
6163,Spring 2018,CR-Haverhill,Haverhill Line,204,1,day_type_01,weekday,2018/01/01 11:12:00+00,Bradford,2,18.0,0.0,45.0,6164
6165,Spring 2018,CR-Haverhill,Haverhill Line,224,1,day_type_01,weekday,2018/01/02 01:02:00+00,Andover,4,2.0,3.0,17.0,6166
6166,Spring 2018,CR-Haverhill,Haverhill Line,214,1,day_type_01,weekday,2018/01/01 17:07:00+00,Bradford,2,6.0,0.0,11.0,6167
6168,Spring 2018,CR-Greenbush,Greenbush Line,79,0,day_type_01,weekday,2018/01/01 19:59:00+00,West Hingham,6,0.0,16.0,59.0,6169
6169,Spring 2018,CR-Greenbush,Greenbush Line,73,0,day_type_01,weekday,2018/01/01 14:53:00+00,East Weymouth,5,0.0,2.0,8.0,6170
6170,Spring 2018,CR-Haverhill,Haverhill Line,204,1,day_type_01,weekday,2018/01/01 11:21:00+00,Lawrence,3,30.0,2.0,73.0,6171
6171,Spring 2018,CR-Greenbush,Greenbush Line,80,1,day_type_01,weekday,2018/01/01 15:42:00+00,North Scituate,2,5.0,0.0,16.0,6172
6172,Spring 2018,CR-Haverhill,Haverhill Line,224,1,day_type_01,weekday,2018/01/02 01:07:00+00,Ballardvale,5,4.0,2.0,19.0,6173
6173,Spring 2018,CR-Haverhill,Haverhill Line,214,1,day_type_01,weekday,2018/01/01 17:15:00+00,Lawrence,3,19.0,2.0,28.0,6174
6174,Spring 2018,CR-Greenbush,Greenbush Line,91,0,day_type_01,weekday,2018/01/02 01:38:00+00,Quincy Center,3,1.0,5.0,109.0,6175
6175,Spring 2018,CR-Greenbush,Greenbush Line,79,0,day_type_01,weekday,2018/01/01 20:04:00+00,Nantasket Junction,7,0.0,8.0,51.0,6176
6176,Spring 2018,CR-Greenbush,Greenbush Line,79,0,day_type_01,weekday,2018/01/01 20:08:00+00,Cohasset,8,0.0,15.0,36.0,6177
6177,Spring 2018,CR-Greenbush,Greenbush Line,79,0,day_type_01,weekday,2018/01/01 20:15:00+00,North Scituate,9,0.0,16.0,20.0,6178
6180,Spring 2018,CR-Greenbush,Greenbush Line,81,0,day_type_01,weekday,2018/01/01 21:08:00+00,JFK/UMASS,2,74.0,0.0,438.0,6181
6181,Spring 2018,CR-Greenbush,Greenbush Line,81,0,day_type_01,weekday,2018/01/01 21:24:00+00,Weymouth Landing/ East Braintree,4,4.0,94.0,348.0,6182
6182,Spring 2018,CR-Greenbush,Greenbush Line,81,0,day_type_01,weekday,2018/01/01 21:30:00+00,East Weymouth,5,0.0,98.0,250.0,6183
6183,Spring 2018,CR-Greenbush,Greenbush Line,81,0,day_type_01,weekday,2018/01/01 21:34:00+00,West Hingham,6,0.0,45.0,205.0,6184
6184,Spring 2018,CR-Greenbush,Greenbush Line,81,0,day_type_01,weekday,2018/01/01 21:39:00+00,Nantasket Junction,7,0.0,45.0,160.0,6185
6185,Spring 2018,CR-Greenbush,Greenbush Line,81,0,day_type_01,weekday,2018/01/01 21:43:00+00,Cohasset,8,0.0,43.0,117.0,6186
6186,Spring 2018,CR-Greenbush,Greenbush Line,81,0,day_type_01,weekday,2018/01/01 21:51:00+00,North Scituate,9,0.0,46.0,71.0,6187
6189,Spring 2018,CR-Greenbush,Greenbush Line,83,0,day_type_01,weekday,2018/01/01 22:05:00+00,Quincy Center,3,8.0,53.0,605.0,6190
6190,Spring 2018,CR-Greenbush,Greenbush Line,83,0,day_type_01,weekday,2018/01/01 22:14:00+00,Weymouth Landing/ East Braintree,4,0.0,108.0,497.0,6191
6191,Spring 2018,CR-Greenbush,Greenbush Line,83,0,day_type_01,weekday,2018/01/01 22:20:00+00,East Weymouth,5,2.0,159.0,340.0,6192
6192,Spring 2018,CR-Greenbush,Greenbush Line,83,0,day_type_01,weekday,2018/01/01 22:24:00+00,West Hingham,6,0.0,69.0,271.0,6193
6193,Spring 2018,CR-Greenbush,Greenbush Line,83,0,day_type_01,weekday,2018/01/01 22:29:00+00,Nantasket Junction,7,0.0,56.0,215.0,6194
6194,Spring 2018,CR-Greenbush,Greenbush Line,83,0,day_type_01,weekday,2018/01/01 22:33:00+00,Cohasset,8,0.0,69.0,146.0,6195
6195,Spring 2018,CR-Greenbush,Greenbush Line,83,0,day_type_01,weekday,2018/01/01 22:41:00+00,North Scituate,9,0.0,62.0,84.0,6196
6198,Spring 2018,CR-Greenbush,Greenbush Line,85,0,day_type_01,weekday,2018/01/01 22:26:00+00,JFK/UMASS,2,41.0,5.0,755.0,6199
6199,Spring 2018,CR-Greenbush,Greenbush Line,85,0,day_type_01,weekday,2018/01/01 22:53:00+00,Quincy Center,3,1.0,66.0,690.0,6200
6200,Spring 2018,CR-Greenbush,Greenbush Line,85,0,day_type_01,weekday,2018/01/01 22:42:00+00,Weymouth Landing/ East Braintree,4,0.0,134.0,556.0,6201
6201,Spring 2018,CR-Greenbush,Greenbush Line,85,0,day_type_01,weekday,2018/01/01 22:48:00+00,East Weymouth,5,0.0,171.0,385.0,6202
6202,Spring 2018,CR-Greenbush,Greenbush Line,85,0,day_type_01,weekday,2018/01/01 22:52:00+00,West Hingham,6,0.0,83.0,302.0,6203
6203,Spring 2018,CR-Greenbush,Greenbush Line,85,0,day_type_01,weekday,2018/01/01 22:57:00+00,Nantasket Junction,7,0.0,73.0,229.0,6204
6204,Spring 2018,CR-Greenbush,Greenbush Line,85,0,day_type_01,weekday,2018/01/01 23:00:00+00,Cohasset,8,0.0,87.0,142.0,6205
6205,Spring 2018,CR-Greenbush,Greenbush Line,85,0,day_type_01,weekday,2018/01/01 23:08:00+00,North Scituate,9,0.0,65.0,77.0,6206
6208,Spring 2018,CR-Greenbush,Greenbush Line,87,0,day_type_01,weekday,2018/01/01 22:58:00+00,Quincy Center,3,7.0,50.0,519.0,6209
6209,Spring 2018,CR-Greenbush,Greenbush Line,87,0,day_type_01,weekday,2018/01/01 23:07:00+00,Weymouth Landing/ East Braintree,4,0.0,116.0,403.0,6210
6210,Spring 2018,CR-Greenbush,Greenbush Line,87,0,day_type_01,weekday,2018/01/01 23:13:00+00,East Weymouth,5,0.0,106.0,297.0,6211
6211,Spring 2018,CR-Haverhill,Haverhill Line,214,1,day_type_01,weekday,2018/01/01 17:22:00+00,Andover,4,6.0,0.0,34.0,6212
6212,Spring 2018,CR-Haverhill,Haverhill Line,214,1,day_type_01,weekday,2018/01/01 17:27:00+00,Ballardvale,5,2.0,0.0,36.0,6213
6213,Spring 2018,CR-Haverhill,Haverhill Line,214,1,day_type_01,weekday,2018/01/01 17:34:00+00,North Wilmington,6,0.0,0.0,36.0,6214
6214,Spring 2018,CR-Haverhill,Haverhill Line,214,1,day_type_01,weekday,2018/01/01 17:41:00+00,Reading,7,6.0,2.0,40.0,6215
6215,Spring 2018,CR-Haverhill,Haverhill Line,214,1,day_type_01,weekday,2018/01/01 17:44:00+00,Wakefield,8,2.0,0.0,42.0,6216
6216,Spring 2018,CR-Haverhill,Haverhill Line,214,1,day_type_01,weekday,2018/01/01 17:49:00+00,Greenwood,9,1.0,0.0,43.0,6217
6217,Spring 2018,CR-Haverhill,Haverhill Line,214,1,day_type_01,weekday,2018/01/01 17:51:00+00,Melrose Highlands,10,1.0,1.0,43.0,6218
6218,Spring 2018,CR-Haverhill,Haverhill Line,214,1,day_type_01,weekday,2018/01/01 17:53:00+00,Melrose Cedar Park,11,2.0,0.0,45.0,6219
